drugname,avg_rating,avg_sentiment,total_reviews,avg_useful_count,top_condition
Nostrilla,3.67,36.7,3,5.0,Nasal Congestion
Novantrone,10.0,100.0,1,14.0,Multiple Sclerosis
NovoLog FlexPen,9.5,95.0,2,8.0,"Diabetes, Type 2"
NovoLog Mix 70 / 30,10.0,100.0,1,0.0,"Diabetes, Type 1"
Novolin 70 / 30,10.0,100.0,1,0.0,"Diabetes, Type 2"
Novolog,6.0,60.0,3,9.0,"Diabetes, Type 1"
Nplate,9.0,90.0,1,7.0,Idiopathic Thrombocytopenic Purpura
NuOx,10.0,100.0,1,3.0,Acne
Nubain,6.2,62.0,5,12.4,Pain
Nucynta,5.79,57.9,42,50.54761904761905,Pain
Nucynta ER,7.06,70.6,17,44.64705882352941,Pain
Nuedexta,9.0,90.0,4,49.0,Pseudobulbar Affect
Nutropin,1.0,10.0,1,7.0,Pediatric Growth Hormone Deficiency
NuvaRing,6.33,63.3,204,9.622549019607844,Birth Control
Nuvessa,7.0,70.0,1,7.0,Bacterial Vaginitis
Nuvigil,7.88,78.8,56,27.732142857142858,Narcolepsy
Nyamyc,10.0,100.0,1,19.0,Cutaneous Candidiasis
Nystatin,3.33,33.3,3,14.666666666666666,Vaginal Yeast Infection
Nystatin / triamcinolone,10.0,100.0,3,9.0,Cutaneous Candidiasis
Nystop,10.0,100.0,1,15.0,Cutaneous Candidiasis
Ocella,6.44,64.4,32,3.5,Birth Control
Octreotide,7.0,70.0,4,7.75,Diarrhea
Ocular lubricant,5.0,50.0,11,12.909090909090908,Dry Eye Disease
Odefsey,10.0,100.0,1,35.0,HIV Infection
Ogestrel-28,1.0,10.0,1,2.0,Birth Control
Olanzapine,6.77,67.7,91,28.802197802197803,Bipolar Disorde
Oleptro,9.33,93.3,3,53.0,Depression
Olmesartan,7.44,74.4,25,35.12,High Blood Pressure
Olodaterol,10.0,100.0,1,4.0,COPD
Olodaterol / tiotropium,9.0,90.0,1,74.0,COPD
Olopatadine,6.37,63.7,19,9.368421052631579,Seasonal Allergic Conjunctivitis
Olux,7.5,75.0,2,6.5,Psoriasis
Olysio,10.0,100.0,1,9.0,Hepatitis C
Omalizumab,8.14,81.4,21,33.80952380952381,Urticaria
Omega-3 polyunsaturated fatty acids,8.33,83.3,3,23.666666666666668,ADHD
Omeprazole,7.93,79.3,30,25.9,GERD
Omeprazole / sodium bicarbonate,8.22,82.2,9,16.0,GERD
Omnaris,9.5,95.0,2,15.0,Allergic Rhinitis
Omnicef,5.92,59.2,12,22.583333333333332,Otitis Media
OnabotulinumtoxinA,7.17,71.7,52,38.96153846153846,Overactive Bladde
Ondansetron,8.56,85.6,77,17.948051948051948,Nausea/Vomiting
Onexton,9.5,95.0,2,9.0,Acne
Onfi,3.0,30.0,1,1.0,Lennox-Gastaut Syndrome
Onglyza,5.5,55.0,2,25.0,"Diabetes, Type 2"
Opana,8.26,82.6,19,56.1578947368421,Pain
Opana ER,6.81,68.1,16,37.1875,Pain
Opcicon One-Step,10.0,100.0,1,8.0,Emergency Contraception
Opcon-A,9.5,95.0,2,14.5,Eye Redness/Itching
Opdivo,7.0,70.0,2,19.5,Non-Small Cell Lung Cance
Opium,9.0,90.0,6,22.666666666666668,Diarrhea
Opium Deodorized,9.5,95.0,2,4.5,Diarrhea
Opsumit,10.0,100.0,1,19.0,Pulmonary Hypertension
Oracea,8.14,81.4,7,29.428571428571427,Rosacea
Orajel,9.0,90.0,1,2.0,Cold Sores
Oramorph SR,4.0,40.0,1,22.0,Pain
Orap,5.25,52.5,4,15.5,Tourette's Syndrome
Orapred,10.0,100.0,1,28.0,Dermatitis
Oraqix,10.0,100.0,1,17.0,Anesthesia
Orencia,8.33,83.3,3,74.0,Rheumatoid Arthritis
Orlistat,7.82,78.2,49,68.0,Obesity
Ornex,10.0,100.0,1,10.0,Sinus Symptoms
Orphenadrine,6.25,62.5,12,21.666666666666668,Muscle Spasm
Orsythia,4.58,45.8,43,6.488372093023256,Birth Control
Ortho Cyclen,8.38,83.8,13,11.23076923076923,Birth Control
Ortho D,5.0,50.0,1,0.0,Dietary Supplementation
Ortho Evra,7.28,72.8,72,13.083333333333334,Birth Control
Ortho Micronor,6.56,65.6,27,16.185185185185187,Birth Control
Ortho Tri-Cyclen,5.76,57.6,42,7.714285714285714,Birth Control
Ortho Tri-Cyclen Lo,5.93,59.3,68,8.852941176470589,Birth Control
Ortho-Cept,6.0,60.0,3,4.0,Birth Control
Ortho-Novum 1 / 35,7.0,70.0,4,3.0,Birth Control
Ortho-Novum 7 / 7 / 7,7.71,77.1,7,7.714285714285714,Birth Control
Orthovisc,7.04,70.4,24,42.0,Osteoarthritis
Orudis,8.5,85.0,2,17.5,Back Pain
Orudis KT,10.0,100.0,2,24.5,Pain
Oseltamivir,6.81,68.1,68,9.220588235294118,Influenza
OsmoPrep,1.0,10.0,1,2.0,Bowel Preparation
Ospemifene,5.5,55.0,2,20.5,Dyspareunia
Osphena,6.0,60.0,3,13.0,Dyspareunia
Otezla,5.38,53.8,48,20.9375,Psoriatic Arthritis
Ovcon 35,9.14,91.4,7,6.142857142857143,Birth Control
Ovide,10.0,100.0,1,65.0,Head Lice
Oxaprozin,5.0,50.0,1,6.0,Osteoarthritis
Oxaydo,1.0,10.0,2,19.0,Chronic Pain
Oxazepam,8.83,88.3,12,53.833333333333336,Anxiety
Oxcarbazepine,8.47,84.7,45,43.82222222222222,Bipolar Disorde
Oxistat,8.0,80.0,1,19.0,Tinea Corporis
Oxtellar XR,8.0,80.0,1,41.0,Bipolar Disorde
OxyContin,8.8,88.0,65,65.3076923076923,Pain
Oxybutynin,6.9,69.0,59,27.06779661016949,Overactive Bladde
Oxycodone,8.44,84.4,172,41.093023255813954,Pain
Oxydose,8.0,80.0,1,76.0,Pain
Oxymetazoline,6.04,60.4,24,4.083333333333333,Nasal Congestion
Oxymorphone,8.04,80.4,52,42.88461538461539,Pain
Oxytrol,7.0,70.0,19,45.63157894736842,Overactive Bladde
Ozurdex,1.0,10.0,1,3.0,Macular Edema
PEG-3350 with Electolytes,10.0,100.0,1,8.0,Bowel Preparation
Pacerone,9.0,90.0,1,85.0,Arrhythmia
Paclitaxel,8.0,80.0,3,34.0,Non-Small Cell Lung Cance
Palbociclib,5.5,55.0,2,40.5,"Breast Cancer, Metastatic"
Paliperidone,5.91,59.1,33,17.575757575757574,Schizophrenia
Pamabrom,8.5,85.0,2,17.5,Edema
Pamelor,7.44,74.4,9,96.11111111111111,Migraine Prevention
Pamine Forte,6.0,60.0,3,8.0,Irritable Bowel Syndrome
Pancrelipase,7.0,70.0,6,14.833333333333334,Pancreatic Exocrine Dysfunction
Panlor DC,9.0,90.0,1,5.0,Pain
Panlor SS,7.0,70.0,2,7.0,Pain
Pantoprazole,7.21,72.1,29,37.172413793103445,GERD
ParaGard,6.94,69.4,140,8.07857142857143,Birth Control
Parafon Forte DSC,9.0,90.0,1,33.0,Muscle Spasm
Parathyroid hormone,8.0,80.0,1,16.0,Hypoparathyroidism
Paregoric,9.0,90.0,3,11.666666666666666,Diarrhea
Parlodel,8.5,85.0,2,20.5,Hyperprolactinemia
Parnate,9.56,95.6,9,45.111111111111114,Depression
Paroxetine,7.31,73.1,208,39.14903846153846,Depression
Pataday,9.0,90.0,1,5.0,5</span> users found this comment helpful.
Patanase,10.0,100.0,3,17.333333333333332,Allergic Rhinitis
Patanol,8.5,85.0,4,7.75,Seasonal Allergic Conjunctivitis
Paxil,7.11,71.1,143,45.97202797202797,Depression
Paxil CR,8.75,87.5,8,21.25,Panic Disorde
Pazeo,2.0,20.0,3,7.666666666666667,Seasonal Allergic Conjunctivitis
Pazopanib,8.62,86.2,16,79.0,Renal Cell Carcinoma
Pegaptanib,9.0,90.0,1,2.0,Macular Degeneration
Pegasys,5.5,55.0,2,7.5,Hepatitis C
Pegfilgrastim,7.57,75.7,7,15.571428571428571,Neutropenia Associated with Chemotherapy
Peginterferon alfa-2a,7.0,70.0,4,6.75,Hepatitis C
Pegloticase,10.0,100.0,1,16.0,Gout
Pembrolizumab,1.0,10.0,2,8.0,Non-Small Cell Lung Cance
Pemetrexed,8.0,80.0,1,38.0,Non-Small Cell Lung Cance
Pemoline,10.0,100.0,1,14.0,ADHD
Penciclovir,7.75,77.5,4,6.5,Cold Sores
Penicillin VK,7.0,70.0,3,7.0,Bacterial Infection
Penicillin g benzathine,10.0,100.0,1,16.0,"Lyme Disease, Neurologic"
Penicillin v potassium,7.38,73.8,8,4.0,Strep Throat
Pennsaid,8.2,82.0,5,38.8,Osteoarthritis
Pentasa,8.07,80.7,15,16.0,"Crohn's Disease, Maintenance"
Pentazocine,8.67,86.7,3,13.0,Pain
Pentosan polysulfate sodium,6.69,66.9,16,34.75,Interstitial Cystitis
Pentoxifylline,8.0,80.0,1,21.0,Intermittent Claudication
Pepto-Bismol,9.25,92.5,4,12.75,Diarrhea
Perampanel,6.43,64.3,7,11.285714285714286,Epilepsy
Percocet,8.59,85.9,44,32.52272727272727,Pain
Percodan,4.5,45.0,2,7.0,4</span> users found this comment helpful.
Peridex,7.0,70.0,1,6.0,Periodontitis
Perindopril,8.0,80.0,1,19.0,High Blood Pressure
Periogard,10.0,100.0,1,21.0,Mucositis
Permethrin,6.67,66.7,3,23.0,Scabies
Perphenazine,5.75,57.5,4,12.5,Bipolar Disorde
Pexeva,7.0,70.0,1,22.0,Anxiety
Phenazopyridine,8.46,84.6,26,14.076923076923077,Dysuria
Phendiet,9.0,90.0,1,25.0,Obesity
Phendimetrazine,8.41,84.1,32,36.0625,Obesity
Phenelzine,6.3,63.0,10,31.3,Depression
Phenergan,8.38,83.8,13,33.15384615384615,Nausea/Vomiting
Phenobarbital,8.0,80.0,5,11.4,Seizures
Phenol,1.0,10.0,1,2.0,Sore Throat
Phentermine,8.75,87.5,542,27.89667896678967,Weight Loss
Phentermine / topiramate,7.7,77.0,135,49.01481481481481,Weight Loss
Phenylephrine,7.8,78.0,5,9.0,mulation) (phenylephrine)
Phenylephrine / pramoxine,10.0,100.0,1,16.0,Hemorrhoids
Phenytoin,6.18,61.8,11,13.818181818181818,Seizures
Phillips' Milk of Magnesia,8.23,82.3,26,26.76923076923077,Constipation
Phosphorated carbohydrate solution,9.78,97.8,9,12.777777777777779,Nausea/Vomiting
Pilocarpine,9.0,90.0,1,7.0,Xerostomia
Pimecrolimus,7.92,79.2,12,11.833333333333334,Atopic Dermatitis
Pimozide,7.2,72.0,5,11.0,Tourette's Syndrome
Pimtrea,5.0,50.0,3,3.6666666666666665,Birth Control
Pin-X,8.67,86.7,3,14.333333333333334,Pinworm Infection (Enterobius vermicularis)
Pioglitazone,8.0,80.0,7,26.571428571428573,"Diabetes, Type 2"
Piperacillin / tazobactam,8.0,80.0,2,9.5,Pneumonia
Pirbuterol,9.0,90.0,2,4.5,"Asthma, Maintenance"
Piroxicam,7.0,70.0,4,12.75,Temporomandibular Joint Disorde
Pitavastatin,5.17,51.7,12,45.083333333333336,High Cholesterol
Pitocin,10.0,100.0,1,16.0,Labor Induction
Plan B,8.82,88.2,189,12.010582010582011,Emergency Contraception
Plan B One-Step,8.59,85.9,128,20.7890625,Emergency Contraception
Plaquenil,7.08,70.8,25,66.88,Rheumatoid Arthritis
Plavix,8.33,83.3,9,92.66666666666667,Heart Attack
Plecanatide,7.38,73.8,8,37.0,Chronic Idiopathic Constipation
Plegridy,10.0,100.0,1,2.0,Multiple Sclerosis
Pletal,10.0,100.0,1,93.0,Intermittent Claudication
Pneumococcal 13-valent vaccine,3.6,36.0,5,10.4,Pneumococcal Disease Prophylaxis
Pneumococcal 23-polyvalent vaccine,3.0,30.0,2,6.5,Pneumococcal Disease Prophylaxis
Podofilox,8.33,83.3,3,14.0,Condylomata Acuminata
Poly Iron,10.0,100.0,1,0.0,Iron Deficiency Anemia
Polycarbophil,9.0,90.0,1,7.0,Constipation
Polyethylene glycol 3350,7.73,77.3,33,52.72727272727273,Constipation
Polyethylene glycol 3350 with electrolytes,7.22,72.2,80,17.0,Bowel Preparation
Polymyxin b / trimethoprim,6.0,60.0,3,26.0,"Conjunctivitis, Bacterial"
Ponatinib,1.0,10.0,1,2.0,Acute Lymphoblastic Leukemia
Ponstel,6.0,60.0,8,10.375,Period Pain
Portia,5.83,58.3,29,4.0,Birth Control
Potassium chloride,10.0,100.0,1,36.0,Unknown
Potassium citrate,5.5,55.0,2,1.0,Renal Tubular Acidosis
Pradaxa,6.6,66.0,15,30.6,Prevention of Thromboembolism in Atrial Fibrillation
Praluent,6.4,64.0,5,23.4,High Cholesterol
Pramipexole,6.9,69.0,39,30.53846153846154,Restless Legs Syndrome
Pramlintide,9.0,90.0,1,10.0,"Diabetes, Type 2"
Pramosone,8.5,85.0,2,3.0,Dermatitis
Pramoxine,9.0,90.0,15,14.733333333333333,Hemorrhoids
Pramoxine / zinc oxide,10.0,100.0,1,4.0,Hemorrhoids (pramoxine / zinc oxide)
Prandin,10.0,100.0,1,25.0,"Diabetes, Type 2"
Prascion RA,10.0,100.0,1,20.0,Rosacea
Prasugrel,7.5,75.0,2,31.5,Acute Coronary Syndrome
Pravastatin,5.2,52.0,5,94.8,High Cholesterol
Prazosin,7.76,77.6,34,40.05882352941177,Post Traumatic Stress Disorde
Prednisolone,5.75,57.5,8,5.625,Postoperative Ocular Inflammation
Prednisone,7.29,72.9,102,31.42156862745098,Inflammatory Conditions
Pregabalin,6.99,69.9,196,47.357142857142854,ibromyalgia
Premarin,8.17,81.7,12,63.166666666666664,Postmenopausal Symptoms
Premarin Vaginal,7.0,70.0,3,25.0,Atrophic Vaginitis
Premphase,5.0,50.0,1,3.0,Postmenopausal Symptoms
Prempro,3.67,36.7,3,30.666666666666668,18</span> users found this comment helpful.
Premsyn PMS,9.0,90.0,1,0.0,Premenstrual Syndrome
Prenatabs FA,10.0,100.0,1,2.0,Vitamin/Mineral Supplementation during Pregnancy/Lactation
Prenatal Plus,10.0,100.0,3,12.333333333333334,Vitamin/Mineral Supplementation during Pregnancy/Lactation
Prepopik,6.66,66.6,29,9.206896551724139,Bowel Preparation
Prevacid,9.73,97.3,15,20.533333333333335,GERD
Prevalite,9.0,90.0,1,12.0,Hyperlipoproteinemia
Prevident 5000 Plus,1.0,10.0,1,17.0,Prevention of Dental Caries
Previfem,5.6,56.0,5,3.8,Birth Control
Prevnar 13,7.25,72.5,4,4.75,Pneumococcal Disease Prophylaxis
Prevpac,6.36,63.6,11,18.363636363636363,Helicobacter Pylori Infection
Prezcobix,5.5,55.0,2,5.5,HIV Infection
Prezista,10.0,100.0,2,10.0,HIV Infection
Prialt,7.0,70.0,1,3.0,Chronic Pain
Prilosec,9.14,91.4,7,41.857142857142854,GERD
Prilosec OTC,9.0,90.0,4,40.75,GERD
Primatene,8.0,80.0,1,28.0,Cold Symptoms
Primatene Mist,8.67,86.7,3,11.333333333333334,"Asthma, acute"
Primidone,5.42,54.2,12,36.833333333333336,Benign Essential Trem
Prinivil,1.0,10.0,1,82.0,High Blood Pressure
Pristiq,7.25,72.5,182,45.33516483516483,Depression
Privine,10.0,100.0,2,22.5,Nasal Congestion
ProAir HFA,7.5,75.0,2,16.5,"COPD, Maintenance"
ProAir RespiClick,1.0,10.0,7,6.142857142857143,"Asthma, acute"
Probenecid,10.0,100.0,1,3.0,Gout
Prochlorperazine,4.68,46.8,25,13.92,Nausea/Vomiting
Procrit,7.5,75.0,2,17.0,Anemia Associated with Chronic Renal Failure
Proctofoam,9.38,93.8,8,16.125,Hemorrhoids
Proctosol-HC,10.0,100.0,1,67.0,Hemorrhoids
Procyclidine,1.0,10.0,1,0.0,Extrapyramidal Reaction
Prodrin,8.0,80.0,1,10.0,Headache
Progesterone,8.6,86.0,10,42.8,Premature Lab
Prograf,9.0,90.0,2,9.0,"Organ Transplant, Rejection Prophylaxis"
Prolensa,5.0,50.0,1,12.0,Postoperative Ocular Inflammation
Prolia,4.08,40.8,13,113.07692307692308,Osteoporosis
Prolixin,10.0,100.0,1,16.0,Psychosis
Promacta,10.0,100.0,2,27.5,Idiopathic Thrombocytopenic Purpura
Promethazine,8.73,87.3,49,21.551020408163264,Nausea/Vomiting
Promethazine DM,1.0,10.0,1,7.0,Cough
Prometrium,5.0,50.0,1,36.0,Amenorrhea
Propafenone,7.67,76.7,9,28.333333333333332,Atrial Fibrillation
Propecia,8.0,80.0,1,65.0,Androgenetic Alopecia
Propofol,7.82,78.2,68,14.338235294117647,Anesthesia
Propoxyphene,8.5,85.0,6,5.5,Pain
Propranolol,8.67,86.7,161,36.50310559006211,mance Anxiety
Propulsid,1.0,10.0,1,5.0,GERD
Prosom,9.0,90.0,1,28.0,Insomnia
Prostigmin Bromide,10.0,100.0,1,1.0,Myasthenia Gravis
Protonix,7.94,79.4,17,62.76470588235294,GERD
Protonix IV,10.0,100.0,1,14.0,Stomach Ulce
Protopic,7.25,72.5,4,14.25,Atopic Dermatitis
Provenge,6.0,60.0,1,0.0,Prostate Cance
Proventil,7.5,75.0,2,11.5,"Asthma, Maintenance"
Proventil HFA,10.0,100.0,1,23.0,"Asthma, acute"
Provera,6.12,61.2,24,22.666666666666668,Abnormal Uterine Bleeding
Provigil,7.34,73.4,32,45.4375,Narcolepsy
Prozac,7.62,76.2,152,82.15131578947368,Depression
Prozac Weekly,7.5,75.0,2,6.5,Depression
Pseudoephedrine,8.36,83.6,14,13.5,Nasal Congestion
Pseudoephedrine / triprolidine,9.0,90.0,2,5.5,Cold Symptoms
Psoriasin,6.33,63.3,3,19.666666666666668,Psoriasis
Psyllium,5.75,57.5,4,25.5,Constipation
Pulmicort Respules,8.0,80.0,1,21.0,"Asthma, Maintenance"
Pulmicort Turbuhaler,2.0,20.0,1,22.0,"Asthma, Maintenance"
Pulmozyme,10.0,100.0,1,9.0,Cystic Fibrosis
Pylera,6.42,64.2,19,17.473684210526315,Helicobacter Pylori Infection
Pyrantel,7.0,70.0,1,10.0,Pinworm Infection (Enterobius vermicularis)
Pyridium,9.0,90.0,5,30.2,Dysuria
Pyridostigmine,7.75,77.5,4,12.0,Myasthenia Gravis
Pyrithione zinc,9.5,95.0,2,7.0,Dandruff
Q-Dryl,9.0,90.0,1,13.0,Allergic Reactions
Q-Tapp DM,8.0,80.0,1,2.0,Cough and Nasal Congestion
QNASL,9.0,90.0,3,3.3333333333333335,Allergic Rhinitis
Qsymia,8.02,80.2,110,55.61818181818182,Weight Loss
Quasense,5.5,55.0,8,5.0,Birth Control
Questran Light,10.0,100.0,2,37.0,Crohn's Disease
Quetiapine,7.16,71.6,246,29.585365853658537,Bipolar Disorde
Quillivant XR,5.5,55.0,4,7.5,ADHD
Quinapril,5.5,55.0,2,18.0,High Blood Pressure
Quinine,9.8,98.0,5,32.2,Nocturnal Leg Cramps
Qvar,6.75,67.5,4,32.5,"Asthma, Maintenance"
R-Tanna,10.0,100.0,1,9.0,Cold Symptoms
Rabeprazole,9.75,97.5,12,22.0,GERD
Racepinephrine,6.0,60.0,1,1.0,"Asthma, acute"
RadiaPlexRx,9.0,90.0,1,2.0,Dermatitis
Radium 223 dichloride,10.0,100.0,1,2.0,Prostate Cance
Rajani,4.0,40.0,2,1.0,Birth Control
Raltegravir,7.4,74.0,5,4.2,HIV Infection
Ramelteon,4.4,44.0,20,30.0,Insomnia
Ramipril,7.83,78.3,12,35.5,High Blood Pressure
Ranexa,7.36,73.6,11,28.454545454545453,Angina
Ranibizumab,8.67,86.7,3,8.333333333333334,Macular Degeneration
Ranitidine,7.06,70.6,33,29.87878787878788,GERD
Ranolazine,7.62,76.2,8,31.5,Angina
Rapaflo,5.38,53.8,16,38.125,Benign Prostatic Hyperplasia
Rebif,8.8,88.0,5,25.6,Multiple Sclerosis
Rebif Rebidose,9.0,90.0,1,2.0,Multiple Sclerosis
Reclast,5.75,57.5,4,68.75,Osteoporosis
Reclipsen,6.16,61.6,25,6.36,Birth Control
Rectiv,8.33,83.3,3,13.0,Anal Fissure and Fistula
Red yeast rice,10.0,100.0,1,90.0,High Cholesterol
Regadenoson,4.75,47.5,4,22.5,Diagnosis and Investigation
Reglan,4.53,45.2,40,18.125,Migraine
Regorafenib,10.0,100.0,1,0.0,Colorectal Cance
Relafen,5.11,51.1,9,43.0,Rheumatoid Arthritis
Relenza,9.0,90.0,1,2.0,Influenza
Relistor,7.7,77.0,10,28.5,"Constipation, Drug Induced"
Relpax,9.55,95.5,20,11.3,Migraine
Remeron,6.62,66.2,42,65.88095238095238,Depression
Remeron SolTab,10.0,100.0,1,69.0,Insomnia
Remicade,7.69,76.9,26,19.192307692307693,"Crohn's Disease, Maintenance"
Renvela,1.0,10.0,1,24.0,Hyperphosphatemia of Renal Failure
Repaglinide,9.33,93.3,3,23.333333333333332,"Diabetes, Type 2"
Repatha,7.1,71.0,10,36.4,High Cholesterol
Reprexain,10.0,100.0,3,15.666666666666666,Pain
Requip,6.13,61.3,30,38.93333333333333,Restless Legs Syndrome
Requip XL,5.0,50.0,2,7.0,Periodic Limb Movement Disorde
Restasis,3.89,38.9,9,27.0,Keratoconjunctivitis Sicca
Restoril,7.41,74.1,22,61.04545454545455,Insomnia
Retapamulin,9.0,90.0,3,4.666666666666667,Acne
Retin-A,9.08,90.8,12,50.166666666666664,Acne
Revatio,8.0,80.0,1,33.0,Pulmonary Hypertension
Revia,9.0,90.0,1,50.0,Opiate Dependence
Revlimid,1.0,10.0,1,1.0,Lymphoma
Rexulti,5.7,57.0,20,30.95,Major Depressive Disorde
Rezira,7.0,70.0,1,1.0,Cough and Nasal Congestion
Rhinocort Aqua,2.0,20.0,1,2.0,Allergic Rhinitis
Rho (d) immune globulin,5.0,50.0,1,7.0,Idiopathic Thrombocytopenic Purpura
Rhofade,1.0,10.0,2,1.0,Rosacea
Ribasphere,10.0,100.0,1,10.0,Hepatitis C
Ribavirin,4.5,45.0,2,2.5,Hepatitis C
Riboflavin,8.0,80.0,1,22.0,Migraine Prevention
Rifabutin,3.0,30.0,1,1.0,"Mycobacterium avium-intracellulare, Treatment"
Rifampin,6.0,60.0,2,7.5,"Mycobacterium avium-intracellulare, Treatment"
Rifaximin,8.12,81.2,17,47.35294117647059,Irritable Bowel Syndrome
Risedronate,4.33,43.3,6,40.0,Osteoporosis
Risperdal,6.37,63.7,35,43.08571428571429,Bipolar Disorde
Risperdal Consta,8.0,80.0,1,38.0,Schizophrenia
Risperdal M-Tab,9.5,95.0,2,49.0,Depression
Risperidone,6.44,64.4,86,27.372093023255815,Bipolar Disorde
Ritalin,7.09,70.9,22,36.68181818181818,ADHD
Ritalin LA,9.67,96.7,3,17.333333333333332,ADHD
Ritalin-SR,2.0,20.0,1,3.0,ADHD
Ritonavir,1.0,10.0,1,0.0,HIV Infection
Rituxan,9.5,95.0,4,77.0,Non-Hodgkin's Lymphoma
Rituximab,7.29,72.9,17,50.94117647058823,Rheumatoid Arthritis
Rivaroxaban,6.46,64.6,24,27.416666666666668,Pulmonary Embolism
Rivastigmine,5.57,55.7,7,24.571428571428573,Alzheimer's Disease
Rizatriptan,8.75,87.5,53,9.415094339622641,Migraine
Robaxin,6.75,67.5,8,97.125,Muscle Spasm
Robaxin-750,9.0,90.0,3,83.33333333333333,Muscle Spasm
Robitussin Cough + Chest Congestion DM,9.0,90.0,1,11.0,Cough
Rocaltrol,10.0,100.0,1,0.0,Hypocalcemia
Rocephin,8.7,87.0,10,21.9,Bacterial Infection
Rocuronium,5.5,55.0,2,1.0,Anesthesia
Roflumilast,7.88,78.8,8,50.75,COPD
Rogaine,5.43,54.3,7,63.42857142857143,Alopecia
Rogaine Men's Extra Strength,9.0,90.0,1,72.0,Alopecia
Rogaine Women's,9.0,90.0,1,116.0,Alopecia
Romiplostim,9.0,90.0,1,7.0,Idiopathic Thrombocytopenic Purpura
Ropinirole,5.97,59.7,65,23.953846153846154,Restless Legs Syndrome
Rosac,8.0,80.0,1,18.0,Rosacea
Rosiglitazone,3.0,30.0,1,14.0,"Diabetes, Type 2"
Rosula,9.5,95.0,2,12.5,Rosacea
Rosuvastatin,5.93,59.3,27,55.51851851851852,High Cholesterol
Rotigotine,6.18,61.8,11,21.272727272727273,Parkinson's Disease
Rowasa,9.0,90.0,1,1.0,Ulcerative Colitis
Roxicet,9.25,92.5,4,35.75,Pain
Roxicodone,8.79,87.9,14,37.642857142857146,Pain
Rozerem,4.5,45.0,10,35.8,Insomnia
Rozex,10.0,100.0,1,10.0,Rosacea
Ruxolitinib,1.0,10.0,1,3.0,Polycythemia Vera
Rydapt,8.0,80.0,1,2.0,Systemic Mastocytosis
Rynatan,10.0,100.0,2,2.5,Allergic Rhinitis
Rytary,6.33,63.3,3,9.0,Parkinson's Disease
Rythmol,9.0,90.0,1,36.0,Atrial Fibrillation
Rythmol SR,7.0,70.0,1,36.0,Atrial Fibrillation
Ryzolt,7.75,77.5,4,26.75,Pain
S-adenosylmethionine,10.0,100.0,2,28.5,Osteoarthritis
SMZ-TMP DS,4.5,45.0,4,27.0,Urinary Tract Infection
Saccharomyces boulardii lyo,10.0,100.0,1,16.0,Diarrhea
Sacubitril / valsartan,5.5,55.0,2,27.5,Heart Failure
Safyral,6.17,61.7,12,5.75,Birth Control
Salagen,9.5,95.0,2,4.5,Xerostomia
Salicylic acid,5.0,50.0,2,24.5,Acne
Salicylic acid / sulfur,10.0,100.0,1,3.0,Acne
Saliva substitutes,8.0,80.0,5,29.0,Xerostomia
SalivaMAX,10.0,100.0,1,2.0,Xerostomia
Salmeterol,4.5,45.0,2,0.0,"COPD, Maintenance"
Salofalk,10.0,100.0,1,3.0,Ulcerative Colitis
Salonpas Pain Patch,8.33,83.3,3,12.333333333333334,Osteoarthritis
Sanctura,7.0,70.0,7,33.0,Overactive Bladde
Sanctura XR,6.0,60.0,2,37.0,Urinary Incontinence
Sancuso,10.0,100.0,1,2.0,"Nausea/Vomiting, Chemotherapy Induced"
Sandostatin,6.0,60.0,1,17.0,Diarrhea
Sandostatin LAR Depot,9.0,90.0,1,1.0,"Diabetes, Type 1"
Sansert,10.0,100.0,1,19.0,Cluster Headaches
Saphris,8.15,81.5,48,30.083333333333332,Bipolar Disorde
Sarafem,8.0,80.0,1,41.0,Premenstrual Dysphoric Disorde
Sarna Sensitive,10.0,100.0,1,3.0,Anal Itching
Savella,6.54,65.4,67,45.61194029850746,ibromyalgia
Saw palmetto,6.0,60.0,2,11.0,Benign Prostatic Hyperplasia
Saxagliptin,7.25,72.5,4,34.25,"Diabetes, Type 2"
Saxenda,7.77,77.7,123,19.715447154471544,Obesity
Scopolamine,6.64,66.4,28,11.571428571428571,Motion Sickness
Seasonale,3.5,35.0,8,5.5,Birth Control
Seasonique,4.9,49.0,61,10.262295081967213,Birth Control
Sebulex,10.0,100.0,1,0.0,Dandruff
Secobarbital,10.0,100.0,2,54.5,Insomnia
Seconal,10.0,100.0,2,27.0,Light Sedation
Seconal Sodium,10.0,100.0,1,48.0,Insomnia
Secukinumab,5.71,57.1,7,11.857142857142858,Psoriatic Arthritis
Selegiline,7.86,78.6,7,54.0,Depression
Selenium sulfide,6.0,60.0,4,25.75,Tinea Versicol
Selexipag,5.0,50.0,1,0.0,Pulmonary Hypertension
Selsun Blue,10.0,100.0,1,43.0,Tinea Versicol
Senna,3.75,37.5,8,8.875,Constipation
Senna Plus,9.0,90.0,1,26.0,"Constipation, Acute"
Senokot,6.88,68.8,8,21.375,Constipation
Senokot S,10.0,100.0,1,4.0,"Constipation, Acute"
Sensipar,2.5,25.0,2,11.5,Secondary Hyperparathyroidism
Septra,5.0,50.0,2,15.0,Urinary Tract Infection
Serax,9.5,95.0,4,72.5,Anxiety
Seroquel,7.05,70.5,94,35.861702127659576,Bipolar Disorde
Seroquel XR,6.57,65.7,37,31.64864864864865,Bipolar Disorde
Serostim,5.0,50.0,1,4.0,AIDS Related Wasting
